Registro,Dispositivo,Fecha de nacimiento,Género,¿Qué tan satisfecho está con su vida actualmente?,¿Hasta qué punto siente que las cosas que hace en su vida diaria valen la pena?,"<b>Pensando en tu bienestar emocional, ¿qué tan feliz o ansioso(a) te sentiste ayer?</b>",<b>¿Qué aspecto cambiarías en Tuluá para mejorar tu bienestar y el de los demás?</b>,¿Mejorarías algo en tu Barrio?,¿En que barrio resides y que harías para mejorarlo?,Duración,Barrio,Mejora_barrio,Edad,Comuna
2024-10-29 16:16:06,computer,1990-01-29,male,5.0,5.0,Un poco ansioso,"Mas Zonas Verdes, Ejemplo Boulevard del Lago, organizando la zona verde con plantas endémicas hasta la antigua terminal, generación de empleo, puede ser a través de recuperar la empresa publica o la creación de una ZF. mas espacios para la practica deportiva.",SI,"Príncipe, El parque del príncipe ya es obsoleto, se podría crear unos reductores de velocidad en este para evitar los piques que se realizan",03:16,El Príncipe,"l parque del príncipe ya es obsoleto, se podría crear unos reductores de velocidad en este para evitar los piques que se realizan",34,Comuna 5
2024-10-29 18:18:38,teléfono,1959-01-17,male,4.0,4.0,Un poco ansioso,,SI,Más seguridad y controlar tanto consumidor de estupefacientes en los parques también controlar a los dueños de los perros que hacen popo y n,04:18,,más seguridad y controlar tanto consumidor de estupefacientes en los parques también controlar a los dueños de los perros que hacen popo y n,65,
2024-10-29 18:25:00,teléfono,1962-12-13,female,9.0,9.0,Feliz,Seguridad,SI,ALVERNIA. Mejorar la presencia de las entidades oficiales. Aprovechar los parques para actividades culturales y restaurarlos.,07:45,Alvernia,mejorar la presencia de las entidades oficiales. aprovechar los parques para actividades culturales y restaurarlos,61,Comuna 2
2024-10-29 18:50:41,teléfono,1977-09-17,female,6.0,7.0,Un poco ansioso,Seguridad  y generacion de empleo,SI,Trinidad  -   seguridad,01:19,,trinidad  -   seguridad,47,
2024-10-29 19:06:56,teléfono,1993-01-13,female,5.0,5.0,Muy ansioso,"Empleabilidad,par auna mejor calidad de vida",NO,El victoria  Apoyo a los emprendimientos,03:24,Victoria,ria  apoyo a los emprendimientos,31,Comuna 1
2024-10-29 19:32:03,teléfono,1965-12-20,female,8.0,10.0,Feliz,Seguridad y programas para la gente menos favorecidas,SI,Corregimiento Nariño,01:42,,corregimiento nariño,58,
2024-10-29 19:41:50,computer,2005-09-02,male,5.0,8.0,Neutral,mejores oportunidades de trabajo,SI,portales del rio  yo mejoraría la seguridad en el barrio,03:43,Portales del Río,yo mejoraría la seguridad en el,19,Comuna 9
2024-10-29 21:09:20,teléfono,1969-09-01,male,7.0,9.0,Neutral,"Eliminar la extorsión con más seguridad, hacer mas parques, mejorar la movilidad con mejores vías",SI,Casas huertas  no tenemos ningún parque para la familia las chatarrerías generan plagas y la ladrillera contaminación   deben ser reubicados,06:06,Casa Huertas,s  no tenemos ningún parque para la familia las chatarrerías generan plagas y la ladrillera contaminación   deben ser reubicados,55,Comuna 3
2024-10-30 00:10:15,teléfono,1998-02-14,female,8.0,8.0,Un poco ansioso,"La seguridad de Tulua, más espacios de esparcimiento",SI,Aguaclara  Pavimentar toda la carrilera,01:14,Aguaclara,pavimentar toda la carrilera,26,Comuna 10
2024-10-30 04:18:33,teléfono,1981-06-20,male,2.0,2.0,Un poco ansioso,Seguridad,SI,Sajonia seguridad y normalizar tarifas de servicios publicos,02:14,Sajonia,seguridad y normalizar tarifas de servicios publicos,43,Comuna 5
2024-10-30 05:02:02,teléfono,1969-09-17,female,5.0,5.0,Muy ansioso,Salir de deudas no ser más esclava de los gota gota que amenazan y cobran lo que les da la gana,SI,La Paz  espacios para capacitación  de niños jóvenes y adolescentes para que ocupen el tiempo libre,03:24,La Paz,espacios para capacitación  de niños jóvenes y adolescentes para que ocupen el tiempo libre,55,Comuna 10
2024-10-30 07:05:53,teléfono,1986-03-16,female,9.0,7.0,Feliz,Seguridad para tener más tranquilidad,SI,"Barrio Popular, más presencia de lapolicía, se ve mucho consumidor de vicio por esta zona que viene de la casona",01:41,Popular,"más presencia de lapolicía, se ve mucho consumidor de vicio por esta zona que viene de la casona",38,Comuna 3
2024-10-30 07:01:19,teléfono,1963-07-25,female,1.0,3.0,Muy feliz,"La seguridad, respeto por el transeúnte, evitar invasión de espacio público por vendedores, vehículos (carros, motos, vendedores)",SI,"Nuevo príncipe,   falta acciones para  basuras sacadas frente a su casa, policía atienda alto volumen de equipos de sonido",08:56,Nuevo Príncipe,"falta acciones para  basuras sacadas frente a su casa, policía atienda alto volumen de equipos de sonido",61,Comuna 5
2024-10-30 07:14:48,teléfono,1980-12-11,male,10.0,9.0,Neutral,"Más señalización para vehículos, tapar muchos huecos y más espacios deportivos tanto para jóvenes como para adultos.  Me falto mejorar los parques, más recipientes para depositar basura en los parques y las calles.  Esto me aria muy feliz",SI,"El estado de los parques, más señalización  Soy del barrio la esperanza de tulua",05:13,La Esperanza,"los parques, más señalización  soy del  la esperanza de tulua",43,Comuna 6
2024-10-30 07:34:43,teléfono,1968-03-13,female,5.0,4.0,Neutral,La educación desde la Flia y la manera de buscar de DIOS. Enseñamos Valores y Principios a nuestros hijos . También enseñándoles el respecto y el Temor por Dios.,SI,Barrio Rubén Cruz .  Mejoraria  el Ruido y la contaminación.  debido al alto fluido vehicular .,07:56,,rubén cruz .  mejoraria  el ruido y la contaminación.  debido al alto fluido vehicular .,56,
2024-10-30 08:07:54,teléfono,1987-06-04,female,5.0,7.0,Un poco ansioso,Cambiaría la inseguridad el temor que ya da salir a la calle y por su puesto las pocas oportunidades de empleo para las que somos mamás y queremos seguir adelante con nuestras vidas,SI,"San Antonio,mejoraría la cancha deportiva y como queda cerca el parque de los sueños,haría un control de ese parque para q dejen tanto consu",03:19,San Antonio,"mejoraría la cancha deportiva y como queda cerca el parque de los sueños,haría un control de ese parque para q dejen tanto consu",37,Comuna 3
2024-10-30 10:12:07,teléfono,1965-11-01,male,10.0,10.0,Neutral,Nuestro comportamiento en las vias mas toleramcia,SI,Panamericano,11:00,Panamericano,,59,Comuna 1
2024-10-30 13:55:43,teléfono,1975-12-10,male,10.0,8.0,Feliz,La  inseguridad . No me siento seguro  en ninguna parte..,SI,En el barrio la santa cruz . Mucho consumo y venta de estupefacientes  y falta pavimentación en la parte baja del barrio.,03:24,La Santa Cruz,ta cruz . mucho consumo y venta de estupefacientes  y falta pavimentación en la parte baja del,48,Comuna 3
2024-10-30 15:37:15,teléfono,1993-09-02,female,10.0,10.0,Feliz,Que la via hacia mategudua le hicieran mantenimiento vajo  y subo todos los días a trabajo en la escuelita de halli y cada vez más dañada la via sufre mucho los vehículos por tanta piedras y huecos y todos los que transitamos diariamente,SI,Corregimiento mategudua. Ayudar a seguir conservando la hermosa naturaleza con toda su diversidad que nos rodea,11:29,,corregimiento mategudua. ayudar a seguir conservando la hermosa naturaleza con toda su diversidad que nos rodea,31,
